do_id	description
DOID:7398	cerebral primitive neuroectodermal tumor
DOID:7401	colonic L-cell glucagon-like peptide producing tumor
DOID:7408	vulvar keratoacanthoma
DOID:7409	vulvar non-keratinizing squamous cell carcinoma
DOID:7428	pineal region germinoma
DOID:7429	childhood brain germinoma
DOID:7430	childhood germ cell brain tumor
DOID:7435	polyvesicular vitelline pattern testicular yolk sac tumor
DOID:7436	sarcomatoid uterine corpus endometrioid adenocarcinoma
DOID:7437	uterus perivascular epithelioid cell tumor
DOID:7438	ovarian clear cell cystadenocarcinoma
DOID:7459	acantholytic variant squamous cell breast carcinoma
DOID:7460	spindle cell variant squamous cell breast carcinoma
DOID:7461	large cell keratinizing variant squamous cell breast carcinoma
DOID:7463	childhood pleomorphic rhabdomyosarcoma
DOID:7474	malignant pleural mesothelioma
DOID:7479	duodenal somatostatinoma
DOID:7480	large cell carcinoma with rhabdoid phenotype
DOID:7482	petrous apex meningioma
DOID:7483	cervical keratinizing squamous cell carcinoma
DOID:7488	posterior urethra cancer
DOID:7491	vulvar proximal-type epithelioid sarcoma
DOID:7492	central epithelioid sarcoma
DOID:7497	brain ependymoma
DOID:7501	childhood infratentorial ependymoma
DOID:7502	childhood supratentorial ependymoma
DOID:7506	small intestinal L-cell glucagon-like peptide producing tumor
DOID:7514	Wolffian adnexal neoplasm
DOID:7515	lumbar spinal canal and spinal cord meningioma
DOID:7516	childhood central nervous system mixed germ cell tumor
DOID:7519	endocervical carcinoma
DOID:7520	periductal breast myoepitheliosis
DOID:7521	breast myoepitheliosis
DOID:7522	childhood infratentorial embryonal tumor with multilayered rosettes, C19MC-altered
DOID:7531	anal gland adenocarcinoma
DOID:7537	breast cystic hypersecretory carcinoma
DOID:7541	mixed epithelial/mesenchymal metaplastic breast carcinoma
DOID:7542	osteosarcoma arising in bone Paget's disease
DOID:7553	infiltrating bladder urothelial carcinoma sarcomatoid variant
DOID:7565	vulvar eccrine porocarcinoma
DOID:7566	eccrine porocarcinoma
DOID:7567	vulvar clear cell hidradenocarcinoma
DOID:7571	malignant cystic nephroma
DOID:7574	pancreatic intraductal papillary-colloid carcinoma
DOID:7575	pancreatic intraductal papillary-mucinous neoplasm
DOID:7577	pancreatic foamy gland adenocarcinoma
DOID:7578	breast scirrhous carcinoma
DOID:7583	glottis verrucous carcinoma
DOID:7584	subglottis verrucous carcinoma
DOID:7585	subglottis squamous cell carcinoma
DOID:7586	supraglottis verrucous carcinoma
DOID:7587	supraglottis squamous cell carcinoma
DOID:7591	gestational ovarian choriocarcinoma
DOID:7596	asbestos-related lung carcinoma
DOID:7598	cervical lymphoepithelioma-like carcinoma
DOID:7599	lymphoepithelioma-like thymic carcinoma
DOID:7600	infiltrating bladder lymphoepithelioma-like carcinoma
DOID:7602	conventional osteosarcoma
DOID:7603	fibrosarcomatous osteosarcoma
DOID:7612	childhood intracortical osteosarcoma
DOID:7613	sarcomatosis of the meninges
DOID:7614	meninges sarcoma
DOID:7615	sarcomatosis
DOID:7631	adult embryonal tumor with multilayered rosettes, C19MC-altered
DOID:7632	Cowper gland carcinoma
DOID:7634	suprasellar meningioma
DOID:7635	Gasserian ganglion meningioma
DOID:7639	malignant granular cell skin tumor
DOID:7642	cholangiolocellular carcinoma
DOID:7643	acantholytic squamous cell skin carcinoma
DOID:7646	multiple spinal canal and spinal cord meningioma
DOID:7650	pulmonary type ovarian small cell carcinoma
DOID:7651	small-cell carcinoma of the ovary of hypercalcemic type
DOID:7656	adult infiltrating astrocytic neoplasm
DOID:7664	endometrial mixed adenocarcinoma
DOID:7665	non-gestational ovarian choriocarcinoma
DOID:7684	maxillary sinus adenocarcinoma
DOID:7685	pancreatic non-invasive intraductal papillary-mucinous carcinoma
DOID:7689	leptomeninges sarcoma
DOID:7694	bladder urachal adenocarcinoma
DOID:7696	lung hilum cancer
DOID:7697	pancreatic ACTH hormone producing tumor
DOID:7698	non-functioning pancreatic endocrine tumor
DOID:7707	rectum signet ring adenocarcinoma
DOID:7708	perianal skin Paget's disease
DOID:7713	tuberculum sellae meningioma
DOID:7716	mixed ductal-endocrine carcinoma
DOID:7717	colloid carcinoma of the pancreas
DOID:7718	osteoclast-like giant cell neoplasm of the pancreas
DOID:7729	acinar cell cystadenocarcinoma
DOID:7731	childhood malignant hemangiopericytoma
DOID:7732	childhood malignant schwannoma
DOID:7733	signet ring cell intrahepatic cholangiocarcinoma
DOID:7747	childhood extraocular retinoblastoma
DOID:7750	adult brain ependymoma
DOID:7756	neonatal leukemia
DOID:7757	childhood leukemia
DOID:7763	carcinoma of supraglottis
DOID:7764	subglottis carcinoma
DOID:7787	breast osteosarcoma
DOID:7788	adult spinal cord ependymoma
DOID:7806	adult spinal cord glioblastoma multiforme
DOID:7807	choroid necrotic melanoma
DOID:7808	necrotic uveal melanoma
DOID:7817	mixed astrocytoma-ependymoma-oligodendroglioma
DOID:7818	petroclival meningioma
DOID:7819	sphenoorbital meningioma
DOID:7820	sphenocavernous meningioma
DOID:7824	spinal multifocal clear cell meningioma
DOID:7826	adult papillary meningioma
DOID:7827	adult extraosseous osteosarcoma
DOID:7840	pancreatic non-functioning delta cell tumor
DOID:7841	childhood embryonal tumor with multilayered rosettes, C19MC-altered
DOID:7843	female breast carcinoma
DOID:7848	interdigitating dendritic cell sarcoma
DOID:7849	dendritic cell sarcoma
DOID:7867	adult central nervous system germinoma
DOID:7891	testicular spermatocytic seminoma
DOID:7902	adult extraskeletal myxoid chondrosarcoma
DOID:7903	intracranial chondrosarcoma
DOID:7907	mixed astrocytoma-ependymoma
DOID:7910	maxillary sinus squamous cell carcinoma
DOID:7912	mixed oligodendroglioma-astrocytoma
DOID:7915	cervical spinal canal and spinal cord meningioma
DOID:7926	epithelial malignant thymoma
DOID:7927	malignant type A thymoma
DOID:7928	testis refractory cancer
DOID:7930	glandular-alveolar pattern testicular yolk sac tumor
DOID:7936	refractory T lymphoblastic leukemia/lymphoma
DOID:7941	Barrett's adenocarcinoma
DOID:7945	adult central nervous system mixed germ cell tumor
DOID:7949	stroma-dominant and stroma-poor composite ganglioneuroblastoma
DOID:7951	Schwannian stroma-rich and stroma-poor composite ganglioneuroblastoma
DOID:7953	nipple duct carcinoma
DOID:7958	sarcomatoid penile squamous cell carcinoma
DOID:7959	duodenal gastrinoma
DOID:7960	malignant spiradenoma
DOID:7961	cervical non-keratinizing squamous cell carcinoma
DOID:7967	lipid-cell variant infiltrating bladder urothelial carcinoma
DOID:7968	plasmacytoid variant infiltrating bladder urothelial carcinoma
DOID:7969	nested variant infiltrating bladder urothelial carcinoma
DOID:7971	microcystic variant infiltrating bladder urothelial carcinoma
DOID:7972	lymphoma-like variant infiltrating bladder urothelial carcinoma
DOID:7983	breast malignant eccrine spiradenoma
DOID:7986	cerebral falx meningioma
DOID:7994	central nervous system osteosarcoma
DOID:8000	frontal convexity meningioma
DOID:8006	skin meningioma
DOID:8007	Pancoast tumor
DOID:8009	penis mixed squamous cell carcinoma
DOID:8013	penis papillary carcinoma
DOID:8022	liver fibrosarcoma
DOID:8023	myxoid liposarcoma of the ovary
DOID:8025	gastric signet ring cell adenocarcinoma
DOID:8029	sporadic breast cancer
DOID:8030	periocular meningioma
DOID:8031	pineal region meningioma
DOID:8036	childhood ovarian embryonal carcinoma
DOID:8042	testis polyembryoma
DOID:8043	chest wall parachordoma
DOID:8050	bladder tubulo-cystic clear cell adenocarcinoma
DOID:8051	bladder papillary clear cell adenocarcinoma
DOID:8057	olfactory groove meningioma
DOID:8058	pituitary stalk meningioma
DOID:8068	intraductal breast myoepitheliosis
DOID:8072	sarcomatous intrahepatic cholangiocarcinoma
DOID:8078	childhood central nervous system germinoma
DOID:8081	myxomatous pattern testicular yolk sac tumor
DOID:8082	cellular congenital mesoblastic nephroma
DOID:8083	classic congenital mesoblastic nephroma
DOID:8096	bladder mixed adenocarcinoma
DOID:8097	bladder hepatoid adenocarcinoma
DOID:8106	cellular phase chronic idiopathic myelofibrosis
DOID:8110	periampullary adenocarcinoma
DOID:8118	mature gastric teratoma
DOID:8119	anal canal Paget's disease
DOID:8122	pseudovascular skin squamous cell carcinoma
DOID:8130	breast columnar cell mucinous carcinoma
DOID:8133	epiglottis cancer
DOID:8135	gallbladder lymphoma
DOID:8137	thymus clear cell carcinoma
DOID:8138	thymus sarcomatoid carcinoma
DOID:8140	adrenal gland ganglioneuroblastoma
DOID:8144	pregerminal center chronic lymphocytic leukemia/small lymphocytic lymphoma
DOID:8149	malignant childhood germ cell neoplasm
DOID:8150	pancreatic invasive intraductal papillary-mucinous carcinoma
DOID:8151	appendiceal L-cell glucagon-like peptide producing tumor
DOID:8161	oncocytic carcinoma of the thyroid
DOID:8167	gallbladder melanoma
DOID:8186	fallopian tube gestational choriocarcinoma
DOID:8187	gestational uterine corpus choriocarcinoma
DOID:8188	uterine corpus choriocarcinoma
DOID:8193	papillary pattern testicular yolk sac tumor
DOID:8195	hepatoid pattern testicular yolk sac tumor
DOID:8203	sacral spinal canal and spinal cord meningioma
DOID:8207	hilar lung carcinoma
DOID:8208	lung superior sulcus carcinoma
DOID:8216	parapharyngeal meningioma
DOID:8221	upper clivus meningioma
DOID:8223	penile urethral cancer
DOID:8233	inflammatory liposarcoma
DOID:8239	lower clivus meningioma
DOID:8243	meningeal melanomatosis
DOID:8251	adult pleomorphic rhabdomyosarcoma
DOID:8256	olfactory neural tumor
DOID:8259	bulbomembranous urethral cancer
DOID:8272	anterior urethra cancer
DOID:8275	intratubular embryonal carcinoma
DOID:8282	adult epithelioid sarcoma
DOID:8288	clear cell squamous cell skin carcinoma
DOID:8302	mixed endometrial stromal and smooth muscle tumor
DOID:8303	congenital granular cell tumor
DOID:8305	nonossifying fibromyxoid tumor
DOID:8307	early invasive cervical adenocarcinoma
DOID:8336	childhood choriocarcinoma of the ovary
DOID:8338	villoglandular variant cervical mucinous adenocarcinoma
DOID:8339	intestinal variant cervical mucinous adenocarcinoma
DOID:8340	endocervical type cervical mucinous adenocarcinoma
DOID:8352	aortic malignant tumor
DOID:8353	epithelioid malignant peripheral nerve sheath tumor
DOID:8358	pseudoglandular variant testicular seminoma
DOID:8361	glassy cell variant cervical adenosquamous carcinoma
DOID:8362	enteric pattern testicular yolk sac tumor
DOID:8368	chordoid meningioma
DOID:8369	adult malignant schwannoma
DOID:8389	lumbar plexus neoplasm
DOID:8392	reticular pattern testicular yolk sac tumor
DOID:8394	adult type testicular granulosa cell tumor
DOID:8400	malignant cornea melanoma
DOID:8409	microinvasive cervical squamous cell carcinoma
DOID:8415	carcinoma arising in nasal papillomatosis
DOID:8418	congenital fibrosarcoma
DOID:8420	malignant glandular tumor of peripheral nerve sheath
DOID:8427	retinal melanoma
DOID:8527	monocytic leukemia
DOID:8533	hypopharynx cancer
DOID:8538	reticulosarcoma
DOID:8541	Sezary's disease
DOID:8543	Hodgkin's lymphoma, lymphocytic-histiocytic predominance
DOID:8552	chronic myeloid leukemia
DOID:8556	vallecula cancer
DOID:8557	oropharynx cancer
DOID:8564	lip cancer
DOID:8567	Hodgkin's lymphoma
DOID:8578	soft palate cancer
DOID:8584	Burkitt lymphoma
DOID:8593	chronic monocytic leukemia
DOID:8601	upper gum cancer
DOID:8602	gum cancer
DOID:8618	oral cavity cancer
DOID:8628	Hodgkin's lymphoma, lymphocytic depletion
DOID:8630	upper lip cancer
DOID:8632	Kaposi's sarcoma
DOID:8635	uvula cancer
DOID:8642	Hodgkin's paragranuloma
DOID:8649	tongue cancer
DOID:8651	Hodgkin's granuloma
DOID:8654	Hodgkin's lymphoma, mixed cellularity
DOID:8660	postcricoid region cancer
DOID:8663	aryepiglottic fold cancer
DOID:8683	myeloid sarcoma
DOID:8688	tonsillar pillar cancer
DOID:8691	mycosis fungoides
DOID:8692	myeloid leukemia
DOID:8696	subacute monocytic leukemia
DOID:8702	cheek mucosa cancer
DOID:8731	carotid body cancer
DOID:8761	acute megakaryocytic leukemia
DOID:8838	Hodgkin's lymphoma, nodular sclerosis
DOID:8849	sublingual gland cancer
DOID:8850	salivary gland cancer
DOID:8858	tonsil cancer
DOID:8864	acute monocytic leukemia
DOID:8883	lower lip cancer
DOID:8923	skin melanoma
DOID:8930	retromolar area cancer
DOID:8937	Waldeyer's ring cancer
DOID:8969	tonsillar fossa cancer
DOID:8997	polycythemia vera
DOID:9036	parotid gland cancer
DOID:9119	acute myeloid leukemia
DOID:9125	lower gum cancer
DOID:9149	hard palate cancer
DOID:9173	submandibular gland cancer
DOID:9188	vestibule of mouth cancer
DOID:9235	pyriform sinus cancer
DOID:9253	gastrointestinal stromal tumor
DOID:9254	mast-cell leukemia
DOID:9256	colorectal cancer
DOID:9261	nasopharynx carcinoma
DOID:9299	myocardium cancer
DOID:9300	neurofibroma of the heart
DOID:9459	isthmus cancer
DOID:9460	uterine corpus cancer
DOID:9513	plasma cell leukemia
DOID:9538	multiple myeloma
DOID:9541	osteosclerotic myeloma
DOID:9544	refractory plasma cell neoplasm
DOID:9547	non-secretory myeloma
DOID:9550	indolent plasma cell myeloma
DOID:9551	smoldering myeloma
DOID:9597	Krukenberg carcinoma
DOID:9773	female breast upper-outer quadrant cancer
DOID:9952	acute lymphoblastic leukemia
DOID:9953	acute biphenotypic leukemia
DOID:9954	null-cell leukemia
DOID:9986	orbit lymphoma
DOID:9987	orbit sarcoma
DOID:10011	thyroid lymphoma
DOID:10020	ampulla of Vater cancer
DOID:10021	duodenum cancer
DOID:10040	malignant eyelid melanoma
DOID:10044	balloon cell malignant melanoma
DOID:10047	nodular malignant melanoma
DOID:10054	skin amelanotic melanoma
DOID:10146	thymus lymphoma
DOID:10149	long bones of lower limb cancer
DOID:10151	malignant neoplasm of short bones of lower limb
DOID:10152	Meckel's diverticulum cancer
DOID:10153	ileum cancer
DOID:10154	small intestine cancer
DOID:10155	intestinal cancer
DOID:10283	prostate cancer
DOID:10286	prostate carcinoma
DOID:10287	prostate squamous cell carcinoma
DOID:10289	prostate malignant phyllodes tumor
DOID:10290	prostate lymphoma
DOID:10366	epididymis cancer
DOID:10368	epididymis adenocarcinoma
DOID:10534	stomach cancer
DOID:10536	malignant gastric granular cell tumor
DOID:10538	gastric fundus cancer
DOID:10540	gastric lymphoma
DOID:10541	microinvasive gastric cancer
DOID:10544	pylorus cancer
DOID:10547	pyloric antrum cancer
DOID:10548	cardia cancer
DOID:10619	lymph node cancer
DOID:10660	mediastinum neuroblastoma
DOID:10661	mediastinum ganglioneuroblastoma
DOID:10744	broad ligament malignant neoplasm
DOID:10811	nasal cavity cancer
DOID:10812	nasal cavity olfactory neuroblastoma
DOID:10813	nasal cavity lymphoma
DOID:10816	duodenum adenocarcinoma
DOID:11054	urinary bladder cancer
DOID:11239	appendix cancer
DOID:11241	appendix lymphoma
DOID:11472	subglottis cancer
DOID:11593	bladder lateral wall cancer
DOID:11615	penile cancer
DOID:11746	parametrium malignant neoplasm
DOID:11747	uterine adnexa cancer
DOID:11748	round ligament malignant neoplasm
DOID:11809	bladder neck cancer
DOID:11811	urinary bladder posterior wall cancer
DOID:11812	bladder sarcoma
DOID:11813	bladder trigone cancer
DOID:11814	urinary bladder anterior wall cancer
DOID:11817	urachus cancer
DOID:11818	ureteral orifice cancer
DOID:11819	ureter cancer
DOID:11820	bladder dome cancer
DOID:11821	bladder lymphoma
DOID:11838	penis sarcoma
DOID:11839	glans penis cancer
DOID:11889	female breast nipple and areola cancer
DOID:11905	labium majus cancer
DOID:11920	tracheal cancer
DOID:11934	head and neck cancer
DOID:12001	tracheal lymphoma
DOID:12002	trachea sarcoma
DOID:12003	trachea squamous cell carcinoma
DOID:12016	frontal lobe neoplasm
DOID:12064	mediastinum neurofibroma
DOID:12190	descending colon cancer
DOID:12191	splenic flexure cancer
DOID:12192	sigmoid colon cancer
DOID:12239	anal margin squamous cell carcinoma
DOID:12253	testicular lymphoma
DOID:12276	malignant tumor of undescended testis
DOID:12286	testicular leukemia
DOID:12298	intrahepatic gall duct cancer
DOID:12339	retroperitoneal lymphoma
DOID:12341	retroperitoneal sarcoma
DOID:12342	retroperitoneum carcinoma
DOID:12603	acute leukemia
DOID:12756	lacrimal duct cancer
DOID:12759	choroid cancer
DOID:12965	subleukemic leukemia
DOID:12969	central nervous system leukemia
DOID:12972	intrapelvic lymph node leukemic reticuloendotheliosis
DOID:12984	vagus nerve neoplasm
DOID:13005	intra-abdominal lymph node mast cell malignancy
DOID:13159	scrotum squamous cell carcinoma
DOID:13160	scrotum melanoma
DOID:13168	prepuce cancer
DOID:13169	spermatic cord cancer
DOID:13348	laryngeal cartilage cancer
DOID:13389	labia majora carcinoma
DOID:13476	supraglottis cancer
DOID:13499	jejunal cancer
DOID:13538	cornea squamous cell carcinoma
DOID:13742	neurofibroma of spinal cord
DOID:13799	female breast central part cancer
DOID:13972	female breast lower-outer quadrant cancer
DOID:13996	small intestine lymphoma
DOID:14032	malignant parietal pleura tumor
DOID:14033	malignant visceral pleura tumor
DOID:14059	paraurethral gland cancer
DOID:14110	anus cancer
DOID:14125	abducens nerve neoplasm
DOID:14139	anus lymphoma
DOID:14145	malignant anus melanoma
DOID:14150	spinal cord lymphoma
DOID:14151	spinal cord melanoma
DOID:14152	spinal cord sarcoma
DOID:14174	central neurocytoma
DOID:14384	parietal lobe neoplasm
DOID:14489	ureteral lymphoma
DOID:14491	regional ureteric cancer
DOID:14534	malignant cardiac peripheral nerve sheath neoplasm
DOID:14535	malignant cardiac germ cell tumor
DOID:14544	rete testis adenocarcinoma
DOID:14545	seminal vesicle adenocarcinoma
DOID:14546	sphenoidal sinus cancer
DOID:14547	sphenoid sinus squamous cell carcinoma
DOID:0050387	nonpapillary renal cell carcinoma
DOID:0050458	juvenile myelomonocytic leukemia
DOID:0050523	adult T-cell leukemia/lymphoma
DOID:0050547	familial medullary thyroid carcinoma
DOID:0050608	Askin's tumor
DOID:0050615	respiratory system cancer
DOID:0050619	paranasal sinus cancer
DOID:0050620	infiltrating renal pelvis transitional cell carcinoma
DOID:0050626	gastrointestinal neuroendocrine tumor
DOID:0050671	female breast cancer
DOID:0050685	small cell carcinoma
DOID:0050686	organ system cancer
DOID:0050687	cell type cancer
DOID:0050688	anal canal cancer
DOID:0050695	malignant pleural solitary fibrous tumor
DOID:0050743	mature T-cell and NK-cell lymphoma
DOID:0050744	anaplastic large cell lymphoma
DOID:0050745	diffuse large B-cell lymphoma
DOID:0050746	mantle cell lymphoma
DOID:0050748	marginal zone lymphoma
DOID:0050749	peripheral T-cell lymphoma
DOID:0050750	splenic marginal zone lymphoma
DOID:0050751	T-cell large granular lymphocyte leukemia
DOID:0050803	glioblastoma classical subtype
DOID:0050804	glioblastoma proneural subtype
DOID:0050805	glioblastoma mesenchymal subtype
DOID:0050806	glioblastoma neural subtype
DOID:0050861	colorectal adenocarcinoma
DOID:0050865	tongue squamous cell carcinoma
DOID:0050866	oral squamous cell carcinoma
DOID:0050872	large cell neuroendocrine carcinoma
DOID:0050873	follicular lymphoma
DOID:0050892	adrenal gland pheochromocytoma
DOID:0050896	bone squamous cell carcinoma
DOID:0050897	bone chondrosarcoma
DOID:0050899	brain stem medulloblastoma
DOID:0050900	sacrum chordoma
DOID:0050901	corpus callosum oligodendroglioma
DOID:0050902	medulloblastoma
DOID:0050903	parietal lobe ependymoma
DOID:0050904	salivary gland carcinoma
DOID:0050905	inflammatory myofibroblastic tumor
DOID:0050907	mixed extragonadal germ cell cancer
DOID:0050908	myelodysplastic syndrome
DOID:0050909	extranodal marginal zone lymphoma of mucosa-associated lymphoid tissue
DOID:0050911	appendix carcinoid tumor
DOID:0050913	large intestine adenocarcinoma
DOID:0050916	bronchus mucoepidermoid carcinoma
DOID:0050917	lung combined type small cell adenocarcinoma
DOID:0050918	vaginal carcinoma
DOID:0050919	trachea mucoepidermoid carcinoma
DOID:0050920	tonsil squamous cell carcinoma
DOID:0050921	pharynx squamous cell carcinoma
DOID:0050922	gastrointestinal carcinoma
DOID:0050923	spindle epithelial tumor with thymus-like differentiation tumor
DOID:0050924	striated muscle rhabdoid tumor
DOID:0050925	small intestine carcinoid neuroendocrine tumor
DOID:0050926	jejunal adenocarcinoma
DOID:0050928	ovarian melanoma
DOID:0050929	mucosal melanoma
DOID:0050930	sublingual gland adenoid cystic carcinoma
DOID:0050931	parotid gland adenoid cystic carcinoma
DOID:0050932	lung mucoepidermoid carcinoma
DOID:0050933	ovarian serous carcinoma
DOID:0050934	ovarian clear cell carcinoma
DOID:0050935	cervical neuroblastoma
DOID:0050936	extra-adrenal pheochromocytoma
DOID:0050937	retroperitoneal neuroblastoma
DOID:0050938	breast lobular carcinoma
DOID:0050939	uterine corpus endometrial carcinoma
DOID:0050940	endocervical adenocarcinoma
DOID:60003	Bartholin's gland cancer
DOID:60004	malignant cystadenoma
DOID:0060058	lymphoma
DOID:0060060	non-Hodgkin lymphoma
DOID:0060061	primary cutaneous T-cell non-Hodgkin lymphoma
DOID:0060073	lymphatic system cancer
DOID:0060075	estrogen-receptor positive breast cancer
DOID:0060076	estrogen-receptor negative breast cancer
DOID:0060077	progesterone-receptor positive breast cancer
DOID:0060078	progesterone-receptor negative breast cancer
DOID:0060079	Her2-receptor positive breast cancer
DOID:0060080	Her2-receptor negative breast cancer
DOID:0060081	triple-receptor negative breast cancer
DOID:0060083	immune system cancer
DOID:0060100	musculoskeletal system cancer
DOID:0060102	cartilage cancer
DOID:0060103	central nervous system embryonal tumor
DOID:0060104	cerebellar medulloblastoma
DOID:0060106	brain meningioma
DOID:0060108	brain glioma
DOID:0060116	sensory system cancer
DOID:0060119	pharynx cancer
DOID:0060122	integumentary system cancer
DOID:0060219	lymph node adenoid cystic carcinoma
DOID:0060318	acute promyelocytic leukemia
DOID:0060338	parameningeal embryonal rhabdomyosarcoma
DOID:0060463	NUT midline carcinoma
DOID:0060534	hepatoid adenocarcinoma
DOID:0060548	luminal breast carcinoma A
DOID:0060592	B-cell adult acute lymphocytic leukemia
DOID:0060597	atypical chronic myeloid leukemia, BCR-ABL1 negative
DOID:0060761	familial chronic myelocytic leukemia-like syndrome
DOID:0060888	transient myeloproliferative syndrome
DOID:0060901	lymphoplasmacytic lymphoma
DOID:0070003	blastoma
DOID:0070004	myeloid neoplasm
DOID:0070322	childhood hepatocellular carcinoma
DOID:0070323	childhood acute myeloid leukemia
DOID:0070324	systemic Epstein-Barr virus positive T-cell lymphoma of childhood
DOID:0070325	malignant childhood adrenal gland pheochromocytoma
DOID:0070326	spitzoid melanoma
DOID:0070327	melanoma in congenital melanocytic nevus
DOID:0070328	adult hepatocellular carcinoma
DOID:0070333	breast implant-associated anaplastic large cell lymphoma
DOID:0070475	SMARCB1-deficient renal medullary carcinoma
DOID:0070623	B-lymphoblastic leukemia with MEF2D rearrangement
DOID:0070624	B-lymphoblastic leukemia with MYC rearrangement
DOID:0070625	B-lymphoblastic leukemia with NUTM1 rearrangement
DOID:0070626	B-lymphoblastic leukemia with PAX5alt
DOID:0070627	B-lymphoblastic leukemia with TCF3-HLF fusion
DOID:0070628	B-lymphoblastic leukemia with ZNF384 rearrangement
DOID:0070629	acute myeloid leukemia with CBFA2T3-GLIS2 fusion
DOID:0070630	acute myeloid leukemia with KAT6A-CREBBP fusion
DOID:0070631	acute myeloid leukemia with FUS-ERG fusion
DOID:0070632	acute myeloid leukemia with MNX1-ETV6 fusion
DOID:0070633	acute myeloid leukemia with NPM1-MLF1 fusion
DOID:0070662	subcutaneous panniculitis-like T-cell lymphoma
DOID:0070663	soft tissue sarcoma
DOID:0070664	oropharyngeal squamous cell carcinoma
DOID:0080144	childhood acute lymphocytic leukemia
DOID:0080145	childhood T-cell acute lymphoblastic leukemia
DOID:0080146	childhood B-cell acute lymphoblastic leukemia
DOID:0080147	lymphoblastic lymphoma
DOID:0080148	T-cell childhood lymphoblastic lymphoma
DOID:0080149	adult acute monocytic leukemia
DOID:0080164	myeloid and lymphoid neoplasms with eosinophilia and abnormalities of PDGFRA, PDGFRB, and FGFR1
DOID:0080165	myeloid and lymphoid neoplasms associated with PDGFRA rearrangement
DOID:0080166	myeloid and lymphoid neoplasms associated with PDGFRB rearrangement
DOID:0080167	myeloid and lymphoid neoplasms associated with FGFR1 abnormalities
DOID:0080182	mixed fibrolamellar hepatocellular carcinoma
DOID:0080183	medullary colon carcinoma
DOID:0080184	mixed mucinous and nonmucinous bronchioloalveolar adenocarcinoma
DOID:0080185	mucinous bronchioloalveolar adenocarcinoma
DOID:0080186	nonmucinous bronchioloalveolar adenocarcinoma
DOID:0080187	chronic neutrophilic leukemia
DOID:0080188	chronic myelomonocytic leukemia
DOID:0080189	malignant hemangioma
DOID:0080190	malignant epithelioid hemangioendothelioma
DOID:0080192	relapsed/refractory diffuse large B-cell lymphoma
DOID:0080199	colorectal carcinoma
DOID:0080202	adenoid cystic carcinoma
DOID:0080210	primary mediastinal B-cell lymphoma
DOID:0080211	nodal marginal zone lymphoma
DOID:0080303	mucinous lung adenocarcinoma
DOID:0080304	lung mucinous cystadenocarcinoma
DOID:0080305	signet ring lung adenocarcinoma
DOID:0080306	solid adenocarcinoma with mucin production
DOID:0080323	pancreatic squamous cell carcinoma
DOID:0080347	malignant pheochromocytoma
DOID:0080355	hepatobiliary system cancer
DOID:0080364	malignant adenoma
DOID:0080367	chronic eosinophilic leukemia
DOID:0080369	ovarian sex-cord stromal tumor
DOID:0080372	epithelioid inflammatory myofibroblastic sarcoma
DOID:0080374	gastroesophageal cancer
DOID:0080375	gastroesophageal adenocarcinoma
DOID:0080521	lung non-squamous non-small cell carcinoma
DOID:0080522	anaplastic thyroid carcinoma
DOID:0080524	thyroid gland adenocarcinoma
DOID:0080525	differentiated high-grade thyroid carcinoma
DOID:0080531	dedifferentiated liposarcoma
DOID:0080532	Smarca4-deficient sarcoma of thorax
DOID:0080534	myxofibrosarcoma
DOID:0080618	lymph node carcinoma
DOID:0080630	B-lymphoblastic leukemia/lymphoma
DOID:0080638	B-cell acute lymphoblastic leukemia
DOID:0080639	bone sarcoma
DOID:0080641	tongue carcinoma
DOID:0080643	B-lymphoblastic leukemia/lymphoma with BCR-ABL1
DOID:0080644	B-lymphoblastic leukemia/lymphoma MLL rearranged
DOID:0080645	B-lymphoblastic leukemia/lymphoma with ETV6-RUNX1
DOID:0080646	B-lymphoblastic leukemia/lymphoma with hyperdiploidy
DOID:0080647	B-lymphoblastic leukemia/lymphoma with hypodiploidy
DOID:0080648	B-lymphoblastic leukemia/lymphoma with IGH::IL3 fusion
DOID:0080649	B-lymphoblastic leukemia/lymphoma with TCF3-PBX1
DOID:0080650	B-lymphoblastic leukemia/lymphoma, BCR-ABL1–like
DOID:0080651	B-lymphoblastic leukemia/lymphoma with iAMP21
DOID:0080674	luminal breast carcinoma B
DOID:0080684	diffuse midline glioma, H3 K27M-mutant
DOID:0080702	medulloblastoma WNT activated
DOID:0080703	medulloblastoma SHH activated
DOID:0080704	medulloblastoma SHH activated and TP53 mutant
DOID:0080705	medulloblastoma SHH activated and TP53 wild-type
DOID:0080706	medulloblastoma non-WNT/non-SHH
DOID:0080707	medulloblastoma non-WNT/non-SHH group 3
DOID:0080708	medulloblastoma non-WNT/non-SHH group 4
DOID:0080763	diffuse gastric cancer
DOID:0080764	hereditary diffuse gastric cancer
DOID:0080777	lung sarcomatoid carcinoma
DOID:0080779	plasmablastic lymphoma
DOID:0080780	acute erythroid leukemia
DOID:0080782	mucinous pancreas adenocarcinoma
DOID:0080794	childhood acute megakaryoblastic leukemia
DOID:0080795	acute basophilic leukemia
DOID:0080796	core binding factor acute myeloid leukemia
DOID:0080797	nasal type extranodal NK/T-cell lymphoma
DOID:0080798	myeloid leukemia associated with Down Syndrome
DOID:0080799	sinonasal undifferentiated carcinoma
DOID:0080800	salivary gland mucinous adenocarcinoma
