mondo_id	description
MONDO:0005013	dedifferentiated chondrosarcoma
MONDO:0005017	diffuse gastric adenocarcinoma
MONDO:0005023	ductal breast carcinoma in situ
MONDO:0005026	endometrioid adenocarcinoma
MONDO:0005028	esophageal adenocarcinoma
MONDO:0005029	essential thrombocythemia
MONDO:0005033	ganglioneuroma
MONDO:0005034	thyroid gland follicular carcinoma
MONDO:0005036	gastric adenocarcinoma
MONDO:0005037	gastric intestinal type adenocarcinoma
MONDO:0005050	invasive ductal and lobular carcinoma
MONDO:0005051	invasive lobular breast carcinoma
MONDO:0005055	Kaposi's sarcoma
MONDO:0005056	keratinizing squamous cell carcinoma
MONDO:0005057	large cell neuroendocrine carcinoma
MONDO:0005058	leiomyosarcoma
MONDO:0005060	liposarcoma
MONDO:0005061	lung adenocarcinoma
MONDO:0005063	medullary breast carcinoma
MONDO:0005067	monophasic synovial sarcoma
MONDO:0005074	papillary cystadenocarcinoma
MONDO:0005075	thyroid gland papillary carcinoma
MONDO:0005082	prostate adenocarcinoma
MONDO:0005086	renal cell carcinoma
MONDO:0005089	sarcoma
MONDO:0005092	signet ring cell carcinoma
MONDO:0005096	squamous cell carcinoma
MONDO:0005097	squamous cell lung carcinoma
MONDO:0005102	undifferentiated (embryonal) sarcoma
MONDO:0005103	well-differentiated liposarcoma
MONDO:0005104	sarcoma G1
MONDO:0005112	malignant pleural mesothelioma
MONDO:0005131	cervical carcinoma
MONDO:0005138	lung carcinoma
MONDO:0005140	ovarian carcinoma
MONDO:0005153	cervical adenocarcinoma
MONDO:0005159	prostate carcinoma
MONDO:0005164	fibrosarcoma
MONDO:0005184	pancreatic ductal adenocarcinoma
MONDO:0005188	iatrogenic Kaposi's sarcoma
MONDO:0005192	exocrine pancreatic carcinoma
MONDO:0005206	renal carcinoma
MONDO:0005208	amelanotic skin melanoma
MONDO:0005210	uterine corpus sarcoma
MONDO:0005211	ovarian serous adenocarcinoma
MONDO:0005212	rhabdomyosarcoma
MONDO:0005213	uterine carcinoma
MONDO:0005214	vulva sarcoma
MONDO:0005215	vulvar carcinoma
MONDO:0005216	hypopharyngeal carcinoma
MONDO:0005220	collecting duct carcinoma
MONDO:0005221	renal pelvis urothelial carcinoma
MONDO:0005223	acute myeloid leukemia with minimal differentiation
MONDO:0005224	acute myeloblastic leukemia without maturation
MONDO:0005232	large cell carcinoma
MONDO:0005233	non-small cell lung carcinoma
MONDO:0005235	smoldering plasma cell myeloma
MONDO:0005238	round cell liposarcoma
MONDO:0005278	serous adenocarcinoma
MONDO:0005341	skin basal cell carcinoma
MONDO:0005411	gallbladder cancer
MONDO:0005438	metastatic malignant neoplasm in the lymph nodes
MONDO:0005440	embryonal carcinoma
MONDO:0005447	testicular cancer
MONDO:0005461	endometrium adenocarcinoma
MONDO:0005494	triple-negative breast carcinoma
MONDO:0005496	bile duct carcinoma
MONDO:0005499	brain glioma
MONDO:0005506	eccrine sweat gland cancer
MONDO:0005507	gingival cancer
MONDO:0005512	malignant peritoneal mesothelioma
MONDO:0005515	oral cavity cancer
MONDO:0005517	pharynx cancer
MONDO:0005519	renal pelvis carcinoma
MONDO:0005522	small intestine carcinoma
MONDO:0005524	sweat gland carcinoma
MONDO:0005549	renal cell adenocarcinoma
MONDO:0005563	nut midline carcinoma
MONDO:0005565	blastoma
MONDO:0005575	colorectal cancer
MONDO:0005580	esophageal squamous cell carcinoma
MONDO:0005590	breast ductal adenocarcinoma
MONDO:0005595	laryngeal squamous cell carcinoma
MONDO:0005596	cystadenocarcinoma
MONDO:0005597	cystic renal cell carcinoma
MONDO:0005599	malignant epithelioid mesothelioma
MONDO:0005601	ovarian mucinous adenocarcinoma
MONDO:0005606	tubular adenocarcinoma
MONDO:0005611	bladder transitional cell carcinoma
MONDO:0005613	mesonephric adenocarcinoma
MONDO:0005614	pancreatic adenosquamous carcinoma
MONDO:0005616	pulmonary mucoepidermoid carcinoma
MONDO:0005617	undifferentiated carcinoma
MONDO:0005627	head and neck cancer
MONDO:0005628	male breast carcinoma
MONDO:0005636	adenosarcoma
MONDO:0005674	bone giant cell tumor
MONDO:0005744	yolk sac tumor
MONDO:0005764	follicular dendritic cell sarcoma
MONDO:0005806	hypopharynx cancer
MONDO:0005813	interdigitating dendritic cell sarcoma
MONDO:0005814	intestinal cancer
MONDO:0005835	Lynch syndrome
MONDO:0005836	male reproductive organ cancer
MONDO:0005837	mandibular cancer
MONDO:0005843	mediastinal cancer
MONDO:0005853	malignant mixed neoplasm
MONDO:0005858	mucinous cystadenocarcinoma
MONDO:0005864	muscle cancer
MONDO:0005872	nervous system cancer
MONDO:0005893	pancreatic endocrine carcinoma
MONDO:0005933	pulmonary blastoma
MONDO:0005941	retroperitoneal cancer
MONDO:0005953	scirrhous adenocarcinoma
MONDO:0005966	spleen cancer
MONDO:0006003	uterine corpus cancer
MONDO:0006006	verrucous carcinoma
MONDO:0006027	breast synovial sarcoma
MONDO:0006028	cecum adenocarcinoma
MONDO:0006029	cecum carcinoma
MONDO:0006033	diffuse intrinsic pontine glioma
MONDO:0006034	gastric adenosquamous carcinoma
MONDO:0006035	gastric tubular adenocarcinoma
MONDO:0006043	metaplastic breast carcinoma
MONDO:0006045	ovarian clear cell adenocarcinoma
MONDO:0006046	ovarian serous cystadenocarcinoma
MONDO:0006047	pancreatic adenocarcinoma
MONDO:0006049	papillary lung adenocarcinoma
MONDO:0006050	pleomorphic breast carcinoma
MONDO:0006056	squamous cell breast carcinoma
MONDO:0006058	Wilms tumor
MONDO:0006059	nasal cavity squamous cell carcinoma
MONDO:0006060	nasopharyngeal squamous cell carcinoma
MONDO:0006066	acinar prostate adenocarcinoma, foamy gland variant
MONDO:0006067	acinar prostate mucinous adenocarcinoma
MONDO:0006069	ACTH-producing pituitary gland carcinoma
MONDO:0006074	adenosquamous carcinoma
MONDO:0006076	adrenal gland neuroblastoma
MONDO:0006079	ameloblastic carcinoma
MONDO:0006081	anal melanoma
MONDO:0006082	anal squamous cell carcinoma
MONDO:0006087	appendix adenocarcinoma
MONDO:0006094	Askin tumor
MONDO:0006098	atypical lobular breast hyperplasia
MONDO:0006102	basaloid carcinoma
MONDO:0006109	malignant biphasic mesothelioma
MONDO:0006115	blast phase chronic myelogenous leukemia, BCR-ABL1 positive
MONDO:0006116	breast carcinoma by gene expression profile
MONDO:0006117	breast diffuse large B-cell lymphoma
MONDO:0006122	calcifying nested epithelial stromal tumor of the liver
MONDO:0006128	central nervous system anaplastic large cell lymphoma
MONDO:0006132	cervical adenoid basal carcinoma
MONDO:0006133	cervical adenoid cystic carcinoma
MONDO:0006134	cervical adenosquamous carcinoma
MONDO:0006135	cervical clear cell adenocarcinoma
MONDO:0006138	cervical large cell neuroendocrine carcinoma
MONDO:0006140	cervical mucinous adenocarcinoma, minimal deviation variant
MONDO:0006141	cervical villoglandular adenocarcinoma
MONDO:0006142	cervical small cell carcinoma
MONDO:0006143	cervical squamous cell carcinoma
MONDO:0006144	cervical Wilms tumor
MONDO:0006150	colon Burkitt lymphoma
MONDO:0006154	colon mucosa-associated lymphoid tissue lymphoma
MONDO:0006157	colorectal adenosquamous carcinoma
MONDO:0006158	colorectal diffuse large B-cell lymphoma
MONDO:0006163	colorectal serrated adenocarcinoma
MONDO:0006165	colorectal squamous cell carcinoma
MONDO:0006167	combined lung carcinoma
MONDO:0006173	conjunctival squamous cell carcinoma
MONDO:0006176	cribriform carcinoma
MONDO:0006181	digestive system carcinoma
MONDO:0006182	digestive system mixed adenoneuroendocrine carcinoma
MONDO:0006184	ductal breast carcinoma in situ and lobular carcinoma in situ
MONDO:0006186	duodenal adenocarcinoma
MONDO:0006189	eccrine porocarcinoma
MONDO:0006191	endometrial clear cell adenocarcinoma
MONDO:0006192	endometrial endometrioid adenocarcinoma
MONDO:0006196	endometrial serous adenocarcinoma
MONDO:0006197	endometrial small cell carcinoma
MONDO:0006198	endometrial squamous cell carcinoma
MONDO:0006199	endometrial undifferentiated carcinoma
MONDO:0006200	epithelioid cell uveal melanoma
MONDO:0006201	ethmoid sinus adenoid cystic carcinoma
MONDO:0006202	extrahepatic bile duct adenosquamous carcinoma
MONDO:0006203	extrahepatic bile duct squamous cell carcinoma
MONDO:0006206	fallopian tube carcinoma
MONDO:0006207	fallopian tube carcinosarcoma
MONDO:0006208	fallopian tube serous adenocarcinoma
MONDO:0006210	fibrolamellar hepatocellular carcinoma
MONDO:0006213	floor of mouth mucoepidermoid carcinoma
MONDO:0006214	follicular variant thyroid gland papillary carcinoma
MONDO:0006215	gallbladder adenocarcinoma
MONDO:0006217	gallbladder adenosquamous carcinoma
MONDO:0006219	gallbladder small cell neuroendocrine carcinoma
MONDO:0006220	gallbladder squamous cell carcinoma
MONDO:0006222	gastric choriocarcinoma
MONDO:0006225	gastric mantle cell lymphoma
MONDO:0006226	gastric mucosa-associated lymphoid tissue lymphoma
MONDO:0006228	gastric papillary adenocarcinoma
MONDO:0006229	gastric small cell neuroendocrine carcinoma
MONDO:0006230	gastric squamous cell carcinoma
MONDO:0006232	giant cell tumor of soft tissue
MONDO:0006234	grade III prostatic intraepithelial neoplasia
MONDO:0006237	granulocytic sarcoma
MONDO:0006243	hepatoid adenocarcinoma
MONDO:0006244	HER2 positive breast carcinoma
MONDO:0006245	hidradenocarcinoma
MONDO:0006246	high grade surface osteosarcoma
MONDO:0006254	intestinal type adenocarcinoma
MONDO:0006255	intimal sarcoma
MONDO:0006256	invasive breast carcinoma
MONDO:0006260	kidney medullary carcinoma
MONDO:0006262	lacrimal gland adenoid cystic carcinoma
MONDO:0006264	laryngeal adenoid cystic carcinoma
MONDO:0006265	laryngeal small cell carcinoma
MONDO:0006268	liver diffuse large B-cell lymphoma
MONDO:0006270	lobular breast carcinoma in situ
MONDO:0006271	low grade central osteosarcoma
MONDO:0006272	low grade fibromyxoid sarcoma
MONDO:0006273	low grade fibromyxoid sarcoma with giant collagen rosettes
MONDO:0006275	lung giant cell carcinoma
MONDO:0006276	lung inflammatory myofibroblastic tumor
MONDO:0006279	lung sarcomatoid carcinoma
MONDO:0006281	lung signet ring cell carcinoma
MONDO:0006282	lymphangiosarcoma
MONDO:0006283	lymphoepithelioma-like lung carcinoma
MONDO:0006284	major salivary gland carcinoma
MONDO:0006285	major salivary gland carcinoma ex pleomorphic adenoma
MONDO:0006286	major salivary gland mucoepidermoid carcinoma
MONDO:0006287	malignancy in giant cell tumor of bone
MONDO:0006288	malignant adrenal gland pheochromocytoma
MONDO:0006290	malignant germ cell tumor
MONDO:0006291	malignant jugulotympanic paraganglioma
MONDO:0006292	malignant mesothelioma
MONDO:0006294	pleural cancer
MONDO:0006295	malignant urinary system neoplasm
MONDO:0006297	maxillary sinus adenoid cystic carcinoma
MONDO:0006298	mediastinal malignant germ cell tumor
MONDO:0006302	micropapillary serous carcinoma
MONDO:0006303	middle ear squamous cell carcinoma
MONDO:0006304	minor salivary gland adenocarcinoma
MONDO:0006306	mixed lobular and ductal breast carcinoma
MONDO:0006309	mucinous gastric adenocarcinoma
MONDO:0006311	myelodysplastic/myeloproliferative neoplasm
MONDO:0006324	normal breast-like subtype of breast carcinoma
MONDO:0006325	ocular melanoma
MONDO:0006326	ocular melanoma with extraocular extension
MONDO:0006327	ocular sebaceous carcinoma
MONDO:0006329	olfactory neuroblastoma
MONDO:0006335	ovarian endometrioid adenocarcinoma
MONDO:0006336	ovarian endometrioid adenocarcinoma with squamous differentiation
MONDO:0006343	ovarian transitional cell carcinoma
MONDO:0006344	ovarian yolk sac tumor
MONDO:0006346	pancreatic acinar cell carcinoma
MONDO:0006347	pancreatic large cell neuroendocrine carcinoma
MONDO:0006348	pancreatic small cell neuroendocrine carcinoma
MONDO:0006350	papillary transitional cell carcinoma
MONDO:0006352	paranasal sinus adenoid cystic carcinoma
MONDO:0006355	parotid gland acinic cell carcinoma
MONDO:0006356	parotid gland adenoid cystic carcinoma
MONDO:0006357	parotid gland carcinoma ex pleomorphic adenoma
MONDO:0006358	parotid gland squamous cell carcinoma
MONDO:0006360	penile carcinoma
MONDO:0006367	pharyngeal adenoid cystic carcinoma
MONDO:0006372	pituicytoma
MONDO:0006374	placental choriocarcinoma
MONDO:0006377	pleural biphasic mesothelioma
MONDO:0006378	pleural epithelioid mesothelioma
MONDO:0006380	pleural sarcomatoid mesothelioma
MONDO:0006382	poorly differentiated thyroid gland carcinoma
MONDO:0006385	primary intraosseous squamous cell carcinoma
MONDO:0006386	primary peritoneal serous adenocarcinoma
MONDO:0006387	primary pulmonary diffuse large B-cell lymphoma
MONDO:0006388	prolactin-producing pituitary gland carcinoma
MONDO:0006389	prostate rhabdomyosarcoma
MONDO:0006390	prostate small cell carcinoma
MONDO:0006397	renal cell carcinoma associated with Xp11.2 translocations/TFE3 gene fusions
MONDO:0006400	salivary gland acinic cell carcinoma
MONDO:0006401	salivary gland adenosquamous carcinoma
MONDO:0006402	salivary gland basal cell adenocarcinoma
MONDO:0006403	salivary gland carcinoma ex pleomorphic adenoma
MONDO:0006404	salivary gland large cell carcinoma
MONDO:0006405	salivary gland small cell carcinoma
MONDO:0006406	sarcomatoid carcinoma
MONDO:0006407	sarcomatoid mesothelioma
MONDO:0006409	signet ring cell gastric adenocarcinoma
MONDO:0006411	sinonasal undifferentiated carcinoma
MONDO:0006414	skin sarcoma
MONDO:0006416	small intestinal Burkitt lymphoma
MONDO:0006417	small intestinal diffuse large B-cell lymphoma
MONDO:0006418	small intestinal enteropathy-associated T-cell lymphoma
MONDO:0006420	small intestinal mucosa-associated lymphoid tissue lymphoma
MONDO:0006426	spinal cord primitive neuroectodermal tumor
MONDO:0006432	stromal predominant kidney Wilms tumor
MONDO:0006435	submandibular gland adenocarcinoma
MONDO:0006436	submandibular gland adenoid cystic carcinoma
MONDO:0006446	testicular embryonal carcinoma
MONDO:0006450	therapy-related myeloid neoplasm
MONDO:0006451	thymic carcinoma
MONDO:0006452	thymic sarcomatoid carcinoma
MONDO:0006455	thymic undifferentiated carcinoma
MONDO:0006462	thyroid gland diffuse large B-cell lymphoma
MONDO:0006463	thyroid gland mucoepidermoid carcinoma
MONDO:0006466	thyroid gland spindle cell tumor with thymus-like differentiation
MONDO:0006467	thyroid gland squamous cell carcinoma
MONDO:0006468	thyroid gland undifferentiated (anaplastic) carcinoma
MONDO:0006469	tibial adamantinoma
MONDO:0006470	tonsillar squamous cell carcinoma
MONDO:0006471	tracheal adenoid cystic carcinoma
MONDO:0006474	transitional cell carcinoma
MONDO:0006476	undifferentiated gallbladder carcinoma
MONDO:0006477	undifferentiated ovarian carcinoma
MONDO:0006478	undifferentiated pancreatic carcinoma
MONDO:0006479	undifferentiated pancreatic carcinoma with osteoclast-like giant cells
MONDO:0006480	undifferentiated pleomorphic sarcoma, inflammatory variant
MONDO:0006481	ureter carcinoma
MONDO:0006482	ureter small cell carcinoma
MONDO:0006485	uterine carcinosarcoma
MONDO:0006486	uveal melanoma
MONDO:0006487	vaginal adenoid cystic carcinoma
MONDO:0006488	vaginal carcinosarcoma
MONDO:0006490	vaginal squamous cell carcinoma
MONDO:0006509	papillary carcinoma
MONDO:0006512	estrogen-receptor positive breast cancer
MONDO:0006513	estrogen-receptor negative breast cancer
MONDO:0006517	childhood malignant neoplasm
MONDO:0006519	rectal cancer
MONDO:0006621	vulvar inverted follicular keratosis
MONDO:0006622	vulvar seborrheic keratosis
MONDO:0006639	adrenal cortex carcinoma
MONDO:0006700	choroid cancer
MONDO:0006739	Ehrlich tumor carcinoma
MONDO:0006745	endometrioid stromal sarcoma
MONDO:0006770	giant cell reparative granuloma
MONDO:0006804	inflammatory breast carcinoma
MONDO:0006815	jejunal cancer
MONDO:0006817	juxtacortical osteosarcoma
MONDO:0006824	Krebs 2 carcinoma
MONDO:0006834	lip cancer
MONDO:0006853	mesenchymal chondrosarcoma
MONDO:0006861	myeloid sarcoma
MONDO:0006863	myxosarcoma
MONDO:0006883	malignant superior sulcus neoplasm
MONDO:0006886	thyroid gland papillary and follicular carcinoma
MONDO:0006962	sebaceous adenocarcinoma
MONDO:0006973	skin appendage carcinoma
MONDO:0006974	small cell sarcoma
MONDO:0006998	tonsil cancer
MONDO:0007108	anal canal carcinoma
MONDO:0007254	breast cancer
MONDO:0007256	hepatocellular carcinoma
MONDO:0007300	cerebral sarcoma
MONDO:0007356	Lynch syndrome 1
MONDO:0007546	myeloproliferative disorder, chronic, with eosinophilia
MONDO:0007576	esophageal cancer
MONDO:0007628	foveal hypoplasia 1
MONDO:0007648	hereditary diffuse gastric adenocarcinoma
MONDO:0007763	nonpapillary renal cell carcinoma
MONDO:0007896	acute monocytic leukemia
MONDO:0007958	familial medullary thyroid carcinoma
MONDO:0008018	Muir-Torre syndrome
MONDO:0008040	transient myeloproliferative syndrome
MONDO:0008082	multiple endocrine neoplasia type 2B
MONDO:0008136	isolated optic nerve hypoplasia
MONDO:0008170	ovarian cancer
MONDO:0008177	extramammary Paget disease
MONDO:0008234	multiple endocrine neoplasia type 2A
MONDO:0008315	prostate cancer
MONDO:0008380	retinoblastoma
MONDO:0008433	small cell lung carcinoma
MONDO:0008566	thyroid cancer, nonmedullary, 2
MONDO:0008567	thyroid cancer, nonmedullary, 1
MONDO:0008627	ureter cancer
MONDO:0008679	Wilms tumor 1
MONDO:0008680	Wilms tumor 2
MONDO:0008683	Wilms tumor 3
MONDO:0008734	adrenocortical carcinoma, hereditary
MONDO:0008903	lung cancer
MONDO:0008977	chondrosarcoma
MONDO:0009691	mycosis fungoides
MONDO:0009692	primary myelofibrosis
MONDO:0009693	plasma cell myeloma
MONDO:0009695	myeloproliferative disease, autosomal recessive
MONDO:0009807	osteosarcoma
MONDO:0009831	malignant pancreatic neoplasm
MONDO:0009891	acquired polycythemia vera
MONDO:0009975	reticulum cell sarcoma
MONDO:0009993	embryonal rhabdomyosarcoma
MONDO:0009994	alveolar rhabdomyosarcoma
MONDO:0010150	head and neck squamous cell carcinoma
MONDO:0010257	prostate cancer, hereditary, X-linked 1
MONDO:0010405	prostate cancer, hereditary, X-linked 2
MONDO:0010434	synovial sarcoma
MONDO:0010456	renal cell carcinoma, Xp11-associated
MONDO:0010768	gonadoblastoma
MONDO:0010809	familial chronic myelocytic leukemia-like syndrome
MONDO:0011014	pleuropulmonary blastoma
MONDO:0011056	Wilms tumor 4
MONDO:0011098	prostate cancer, hereditary, 1
MONDO:0011112	Wilms tumor 5
MONDO:0011118	bilineal acute myeloid leukemia
MONDO:0011121	pheochromocytoma/paraganglioma syndrome 2
MONDO:0011260	pancreatic lymphoma, familial
MONDO:0011270	prostate cancer, hereditary, 8
MONDO:0011312	thyroid carcinoma, nonmedullary, with or without cell oxyphilia
MONDO:0011368	papillary thyroid Microcarcinoma
MONDO:0011465	infundibulocystic basal cell carcinoma
MONDO:0011578	familial papillary thyroid carcinoma with renal papillary neoplasia
MONDO:0011653	thyroid cancer, nonmedullary, 3
MONDO:0011655	alveolar soft part sarcoma
MONDO:0011836	thyroid Hurthle cell carcinoma
MONDO:0011908	juvenile myelomonocytic leukemia
MONDO:0011934	dermatofibrosarcoma protuberans
MONDO:0011962	endometrial cancer
MONDO:0011996	chronic myelogenous leukemia, BCR-ABL1 positive
MONDO:0012004	parathyroid gland carcinoma
MONDO:0012093	prostate cancer, hereditary, 3
MONDO:0012094	prostate cancer, hereditary, 4
MONDO:0012244	prostate cancer, hereditary, 5
MONDO:0012249	Lynch syndrome 2
MONDO:0012252	rhabdoid tumor predisposition syndrome 1
MONDO:0012300	prostate cancer, hereditary, 6
MONDO:0012470	prostate cancer, hereditary, 7
MONDO:0012597	prostate cancer, hereditary, 9
MONDO:0012620	prostate cancer, hereditary, 10
MONDO:0012741	prostate cancer, hereditary, 12
MONDO:0012758	prostate cancer, hereditary, 13
MONDO:0012768	prostate cancer, hereditary, 11
MONDO:0012769	prostate cancer, hereditary, 14
MONDO:0012770	prostate cancer, hereditary, 15
MONDO:0012817	Ewing sarcoma
MONDO:0012825	extraskeletal myxoid chondrosarcoma
MONDO:0012883	acute promyelocytic leukemia
MONDO:0013196	Lynch syndrome 8
MONDO:0013224	rhabdoid tumor predisposition syndrome 2
MONDO:0013280	myxoid liposarcoma
MONDO:0013602	pheochromocytoma/paraganglioma syndrome 5
MONDO:0013695	colorectal cancer, hereditary nonpolyposis, type 6
MONDO:0013699	Lynch syndrome 4
MONDO:0013710	Lynch syndrome 5
MONDO:0013725	colorectal cancer, hereditary nonpolyposis, type 7
MONDO:0013872	prostate cancer, hereditary, 2
MONDO:0014681	thyroid cancer, nonmedullary, 4
MONDO:0014682	thyroid cancer, nonmedullary, 5
MONDO:0014779	Wilms tumor 6
MONDO:0014837	thrombocytopenia 6
MONDO:0014937	aniridia 2
MONDO:0014938	aniridia 3
MONDO:0015069	neuroendocrine tumor of the anal canal
MONDO:0015072	liver neuroendocrine carcinoma
MONDO:0015075	thyroid gland carcinoma
MONDO:0015164	acute myeloid leukemia and myelodysplastic syndromes related to alkylating agent
MONDO:0015165	acute myeloid leukemia and myelodysplastic syndromes related to topoisomerase type 2 inhibitor
MONDO:0015166	acute myeloid leukemia with t(8;21)(q22;q22) translocation
MONDO:0015277	medullary thyroid gland carcinoma
MONDO:0015278	familial pancreatic carcinoma
MONDO:0015447	differentiated thyroid carcinoma
MONDO:0015459	nasopharyngeal carcinoma
MONDO:0015523	epithelioid hemangioendothelioma
MONDO:0015608	acute myeloid leukemia and myelodysplastic syndromes related to radiation
MONDO:0015667	acute myeloid leukemia by FAB classification
MONDO:0015686	primary peritoneal carcinoma
MONDO:0015687	chronic eosinophilic leukemia
MONDO:0015758	primary cutaneous T-cell lymphoma
MONDO:0015808	folliculotropic mycosis fungoides
MONDO:0015809	localized pagetoid reticulosis
MONDO:0015810	primary cutaneous CD4+ small/medium-sized pleomorphic T-cell lymphoma
MONDO:0015811	primary cutaneous aggressive epidermotropic CD8+ T-cell lymphoma
MONDO:0015812	primary cutaneous gamma/delta-positive T-cell lymphoma
MONDO:0015813	primary cutaneous marginal zone B-cell lymphoma
MONDO:0015814	primary cutaneous follicle center lymphoma
MONDO:0015816	indolent primary cutaneous T-cell lymphoma
MONDO:0015819	indolent primary cutaneous B-cell lymphoma
MONDO:0015820	primary cutaneous B-cell lymphoma
MONDO:0015821	mycosis fungoides and variants
MONDO:0015863	polyembryoma
MONDO:0015864	mixed germ cell tumor
MONDO:0015867	vaginal carcinoma
MONDO:0015873	Paget disease of the nipple
MONDO:0015935	extragonadal germinoma
MONDO:0016029	esthesioneuroblastoma
MONDO:0016094	vaginal germ cell malignant tumor
MONDO:0016095	vaginal rhabdomyosarcoma
MONDO:0016096	malignant non-dysgerminomatous germ cell tumor of ovary
MONDO:0016211	non-papillary transitional cell carcinoma of the bladder
MONDO:0016216	adult hepatocellular carcinoma
MONDO:0016248	familial ovarian cancer
MONDO:0016249	hereditary site-specific ovarian cancer syndrome
MONDO:0016258	uterine corpus carcinofibroma
MONDO:0016259	carcinosarcoma of the corpus uteri
MONDO:0016260	uterine corpus rhabdomyosarcoma
MONDO:0016262	leiomyosarcoma of the corpus uteri
MONDO:0016266	squamous cell carcinoma of the corpus uteri
MONDO:0016267	undifferentiated carcinoma of the corpus uteri
MONDO:0016268	papillary carcinoma of the corpus uteri
MONDO:0016269	high-grade neuroendocrine carcinoma of the corpus uteri
MONDO:0016270	low-grade neuroendocrine tumor of the corpus uteri
MONDO:0016271	adenoid cystic carcinoma of the corpus uteri
MONDO:0016272	transitional cell carcinoma of the corpus uteri
MONDO:0016273	malignant germ cell tumor of corpus uteri
MONDO:0016276	high-grade neuroendocrine carcinoma of the cervix uteri
MONDO:0016277	malignant mixed epithelial and mesenchymal tumor of cervix uteri
MONDO:0016280	sarcoma of cervix uteri
MONDO:0016282	rhabdomyosarcoma of the cervix uteri
MONDO:0016283	leiomyosarcoma of the cervix uteri
MONDO:0016284	primitive neuroectodermal tumor of the cervix uteri
MONDO:0016285	papillary carcinoma of the cervix uteri
MONDO:0016289	malignant germ cell tumor of cervix uteri
MONDO:0016419	hereditary breast carcinoma
MONDO:0016473	familial rhabdoid tumor
MONDO:0016680	high grade astrocytic tumor
MONDO:0016681	gliosarcoma
MONDO:0016682	giant cell glioblastoma
MONDO:0016683	gliomatosis cerebri
MONDO:0016684	anaplastic astrocytoma
MONDO:0016695	oligodendroglioma
MONDO:0016696	anaplastic oligodendroglioma
MONDO:0016700	anaplastic ependymoma
MONDO:0016703	anaplastic oligoastrocytoma
MONDO:0016706	chordoid glioma of the third ventricle
MONDO:0016713	central nervous system Ewing sarcoma/peripheral primitive neuroectodermal tumor
MONDO:0016715	ependymoblastoma
MONDO:0016718	choroid plexus carcinoma
MONDO:0016722	pineoblastoma
MONDO:0016739	yolk sac tumor of central nervous system
MONDO:0016740	choriocarcinoma of the central nervous system
MONDO:0016742	mixed germ cell tumor of central nervous system
MONDO:0016746	meningeal melanocytoma
MONDO:0016747	primary melanoma of the central nervous system
MONDO:0016751	malignant perineurioma
MONDO:0016757	malignant triton tumor
MONDO:0016976	well-differentiated thymic neuroendocrine carcinoma
MONDO:0016977	moderately-differentiated thymic neuroendocrine carcinoma
MONDO:0016978	poorly differentiated thymic neuroendocrine carcinoma
MONDO:0016982	angiosarcoma
MONDO:0017043	congenital mesoblastic nephroma
MONDO:0017048	pseudomyxoma peritonei
MONDO:0017205	primary oculocerebral lymphoma
MONDO:0017289	fetal lung interstitial tumor
MONDO:0017292	well-differentiated fetal adenocarcinoma of the lung
MONDO:0017327	primary non-gestational choriocarcinoma of ovary
MONDO:0017328	non-central nervous system-localized embryonal carcinoma
MONDO:0017386	pleomorphic rhabdomyosarcoma
MONDO:0017387	epithelioid sarcoma
MONDO:0017582	pituitary adenocarcinoma
MONDO:0017590	carcinoma of the ampulla of vater
MONDO:0017596	diffuse large B-cell lymphoma of the central nervous system
MONDO:0017598	primary cutaneous anaplastic large cell lymphoma
MONDO:0017784	Epstein-Barr virus-associated gastric carcinoma
MONDO:0017790	gastric adenocarcinoma and proximal polyposis of the stomach
MONDO:0017814	primary bone lymphoma
MONDO:0017827	malignant peripheral nerve sheath tumor
MONDO:0017844	Sezary syndrome
MONDO:0017858	acute erythroid leukemia
MONDO:0017884	papillary renal cell carcinoma
MONDO:0017885	chromophobe renal cell carcinoma
MONDO:0017886	MIT family translocation renal cell carcinoma
MONDO:0017887	renal cell carcinoma associated with neuroblastoma
MONDO:0017890	tubulocystic renal cell carcinoma
MONDO:0017893	inherited acute myeloid leukemia
MONDO:0017894	acute myeloid leukemia with CEBPA somatic mutations
MONDO:0017895	familial papillary or follicular thyroid carcinoma
MONDO:0017896	familial nonmedullary thyroid carcinoma
MONDO:0017907	primary lymphoma of the conjunctiva
MONDO:0018004	acute megakaryoblastic leukemia without down syndrome
MONDO:0018017	goblet cell carcinoma
MONDO:0018031	granulomatous slack skin disease
MONDO:0018055	pediatric hepatocellular carcinoma
MONDO:0018078	soft tissue sarcoma
MONDO:0018160	hereditary retinoblastoma
MONDO:0018161	non-hereditary retinoblastoma
MONDO:0018171	malignant germ cell tumor of ovary
MONDO:0018172	malignant sex cord stromal tumor of ovary
MONDO:0018177	glioblastoma
MONDO:0018184	gastric linitis plastica
MONDO:0018192	paratesticular adenocarcinoma
MONDO:0018223	systemic Epstein-Barr virus-positive T-cell lymphoproliferative disease of childhood
MONDO:0018256	acute myeloid leukemia with t(8;16)(p11;p13) translocation
MONDO:0018270	extraskeletal Ewing sarcoma
MONDO:0018271	peripheral primitive neuroectodermal tumor
MONDO:0018330	mucinous adenocarcinoma of the appendix
MONDO:0018352	squamous cell carcinoma of penis
MONDO:0018364	malignant epithelial tumor of ovary
MONDO:0018365	malignant non-epithelial tumor of ovary
MONDO:0018368	primary peritoneal serous/papillary carcinoma
MONDO:0018369	immature ovarian teratoma
